"asi_2001_4","x","y","STATE","pop2001","COUNTY","index","FEATURE1","publicLand"
6.75,-118.003,37.553,"California",13224,"Mono",1727,"National Wilderness Area","MultipleUs"
30.375,-120.048,41.981,"California",9350,"Modoc",5981,"NO Federal Land","MultipleUs"
12.0625,-120.054,41.651,"California",9350,"Modoc",5982,"Other Federal Land","MultipleUs"
1.4375,-120.041,41.387,"California",9350,"Modoc",5983,"NO Federal Land","MultipleUs"
1.375,-120.041,41.491,"California",9350,"Modoc",5989,"Other Federal Land","MultipleUs"
8.5,-120.288,40.975,"California",33548,"Lassen",6021,"Other Federal Land","MultipleUs"
22.125,-120.005,41.765,"California",9350,"Modoc",5978,"Other Federal Land","MultipleUs"
12.75,-120.041,41.874,"California",9350,"Modoc",5979,"NO Federal Land","MultipleUs"
18.8125,-120.035,41.849,"California",9350,"Modoc",5993,"Other Federal Land","MultipleUs"
26.375,-120.382,40.946,"California",33548,"Lassen",6014,"Other Federal Land","MultipleUs"
22.9375,-120.439,40.982,"California",33548,"Lassen",6045,"Other Federal Land","MultipleUs"
18.3125,-120.051,41.913,"California",9350,"Modoc",5987,"NO Federal Land","MultipleUs"
17.625,-120.366,40.895,"California",33548,"Lassen",6054,"Other Federal Land","MultipleUs"
22.375,-120.325,41.047,"California",33548,"Lassen",6015,"Other Federal Land","MultipleUs"
18.875,-120.082,41.264,"California",9350,"Modoc",5991,"Other Federal Land","MultipleUs"
22.125,-120.092,40.993,"California",33548,"Lassen",6028,"Other Federal Land","MultipleUs"
29.625,-120.037,41.055,"California",33548,"Lassen",6038,"Other Federal Land","MultipleUs"
17.75,-120.033,41.048,"California",33548,"Lassen",6066,"Other Federal Land","MultipleUs"
2.3125,-120.275,40.431,"California",33548,"Lassen",6033,"Other Federal Land","MultipleUs"
23.3125,-120.147,40.382,"California",33548,"Lassen",6065,"Other Federal Land","MultipleUs"
18.25,-120.413,40.823,"California",33548,"Lassen",6012,"NO Federal Land","MultipleUs"
13.125,-120.062,40.087,"California",33548,"Lassen",6011,"Other Federal Land","MultipleUs"
5.1875,-120.071,40.096,"California",33548,"Lassen",6049,"Other Federal Land","MultipleUs"
8.25,-120.059,40.108,"California",33548,"Lassen",6050,"Other Federal Land","MultipleUs"
NA,-120.213,40.951,"California",33548,"Lassen",6013,"NO Federal Land","MultipleUs"
3.5,-120.168,40.595,"California",33548,"Lassen",6019,"Other Federal Land","MultipleUs"
9.6875,-120.272,40.893,"California",33548,"Lassen",6030,"NO Federal Land","MultipleUs"
10.875,-120.268,40.88,"California",33548,"Lassen",6031,"NO Federal Land","MultipleUs"
21.25,-120.039,40.84,"California",33548,"Lassen",6034,"Other Federal Land","MultipleUs"
21.8125,-120.033,40.867,"California",33548,"Lassen",6042,"Other Federal Land","MultipleUs"
26.875,-120.224,40.961,"California",33548,"Lassen",6046,"NO Federal Land","MultipleUs"
14.5625,-120.278,40.85,"California",33548,"Lassen",6061,"NO Federal Land","MultipleUs"
10.125,-120.11,40.762,"California",33548,"Lassen",6063,"NO Federal Land","MultipleUs"
22.5,-120.452,40.781,"California",33548,"Lassen",6023,"Other Federal Land","MultipleUs"
13.875,-120.37,40.763,"California",33548,"Lassen",6029,"NO Federal Land","MultipleUs"
20.8125,-120.392,40.715,"California",33548,"Lassen",6040,"Other Federal Land","MultipleUs"
13.25,-120.393,40.432,"California",33548,"Lassen",6024,"Other Federal Land","MultipleUs"
21.6875,-120.314,40.555,"California",33548,"Lassen",6058,"Other Federal Land","MultipleUs"
13.125,-120.478,40.521,"California",33548,"Lassen",6036,"Other Federal Land","MultipleUs"
11.1875,-120.385,40.502,"California",33548,"Lassen",6044,"Other Federal Land","MultipleUs"
10.625,-120.407,40.467,"California",33548,"Lassen",6047,"Other Federal Land","MultipleUs"
15.625,-120.024,40.417,"California",33548,"Lassen",6017,"Other Federal Land","MultipleUs"
17.3125,-119.999,40.395,"California",33548,"Lassen",6018,"Other Federal Land","MultipleUs"
19.5625,-120.009,40.485,"California",33548,"Lassen",6048,"Other Federal Land","MultipleUs"
12.5625,-120.086,40.352,"California",33548,"Lassen",6051,"Other Federal Land","MultipleUs"
20.9375,-120.1,40.43,"California",33548,"Lassen",6062,"Other Federal Land","MultipleUs"
8.5625,-120.017,40.033,"California",33548,"Lassen",6027,"Other Federal Land","MultipleUs"
18.5,-120.153,40.33,"California",33548,"Lassen",6020,"Other Federal Land","MultipleUs"
5.875,-120.163,40.322,"California",33548,"Lassen",6026,"Other Federal Land","MultipleUs"
18,-120.031,39.843,"California",33548,"Lassen",6025,"Other Federal Land","MultipleUs"
16.1875,-120.095,39.828,"California",33548,"Lassen",6035,"NO Federal Land","MultipleUs"
19.5625,-120.099,39.863,"California",33548,"Lassen",6055,"NO Federal Land","MultipleUs"
3.875,-118.399,37.459,"California",18117,"Inyo",2096,"NO Federal Land","biodiversi"
6.25,-118.414,37.45,"California",18117,"Inyo",2114,"Other Federal Land","biodiversi"
19.4375,-119.061,38.346,"California",13224,"Mono",1738,"National Forest","MultipleUs"
22.0625,-119.384,38.366,"California",13224,"Mono",1707,"National Forest","MultipleUs"
27.6875,-119.391,38.288,"California",13224,"Mono",1723,"National Forest","MultipleUs"
NA,-119.271,38.342,"California",13224,"Mono",1709,"National Forest","MultipleUs"
0.875,-119.315,38.456,"California",13224,"Mono",1711,"National Forest","MultipleUs"
0.4375,-119.298,38.436,"California",13224,"Mono",1722,"National Forest","MultipleUs"
21.3125,-119.385,38.478,"California",13224,"Mono",1708,"National Forest","MultipleUs"
17.4375,-118.209,37.385,"California",18117,"Inyo",2090,"National Wilderness Area","MultipleUs"
8.375,-118.243,37.278,"California",18117,"Inyo",2125,"National Wilderness Area","MultipleUs"
24.75,-118.209,37.263,"California",18117,"Inyo",2126,"National Wilderness Area","MultipleUs"
15.6875,-118.116,37.438,"California",18117,"Inyo",2041,"National Wilderness Area","MultipleUs"
13.5,-118.254,37.492,"California",13224,"Mono",1717,"National Wilderness Area","MultipleUs"
NA,-118.193,37.663,"California",13224,"Mono",1719,"National Wilderness Area","MultipleUs"
NA,-118.181,37.59,"California",13224,"Mono",1721,"National Wilderness Area","MultipleUs"
17.625,-118.112,37.632,"California",13224,"Mono",1731,"National Wilderness Area","MultipleUs"
11.25,-118.261,37.671,"California",13224,"Mono",1734,"National Wilderness Area","MultipleUs"
NA,-118.112,37.513,"California",13224,"Mono",1736,"National Wilderness Area","MultipleUs"
10.875,-118.157,37.664,"California",13224,"Mono",1739,"National Wilderness Area","MultipleUs"
22.5,-118.455,37.294,"California",18117,"Inyo",2072,"NO Federal Land","MultipleUs"
21.1875,-118.462,37.255,"California",18117,"Inyo",2127,"NO Federal Land","MultipleUs"
14.125,-118.14,36.944,"California",18117,"Inyo",2057,"National Wilderness Area","MultipleUs"
17.875,-118.029,37.083,"California",18117,"Inyo",2120,"National Wilderness Area","MultipleUs"
18.6875,-118.136,37.045,"California",18117,"Inyo",2141,"National Wilderness Area","MultipleUs"
25.1875,-118.317,36.92,"California",18117,"Inyo",2054,"National Wilderness Area","MultipleUs"
13.0625,-118.314,36.798,"California",18117,"Inyo",2104,"National Wilderness Area","MultipleUs"
10.375,-118.292,36.823,"California",18117,"Inyo",2122,"National Wilderness Area","MultipleUs"
18.6875,-119.184,38.268,"California",13224,"Mono",1713,"Other Federal Land","biodiversi"
21.3125,-119.163,38.237,"California",13224,"Mono",1714,"Other Federal Land","biodiversi"
21.25,-119.038,38.284,"California",13224,"Mono",1732,"Other Federal Land","biodiversi"
6.25,-118.414,37.45,"California",18117,"Inyo",2114,"Other Federal Land","biodiversi"
3.5,-120.168,40.595,"California",33548,"Lassen",6019,"Other Federal Land","biodiversi"
15.625,-120.024,40.417,"California",33548,"Lassen",6017,"Other Federal Land","biodiversi"
17.3125,-119.999,40.395,"California",33548,"Lassen",6018,"Other Federal Land","biodiversi"
18.5,-120.153,40.33,"California",33548,"Lassen",6020,"Other Federal Land","biodiversi"
5.875,-120.163,40.322,"California",33548,"Lassen",6026,"Other Federal Land","biodiversi"
12.5625,-120.086,40.352,"California",33548,"Lassen",6051,"Other Federal Land","biodiversi"
20.9375,-120.1,40.43,"California",33548,"Lassen",6062,"Other Federal Land","biodiversi"
23.3125,-120.147,40.382,"California",33548,"Lassen",6065,"Other Federal Land","biodiversi"
13.125,-120.478,40.521,"California",33548,"Lassen",6036,"Other Federal Land","biodiversi"
19.5625,-120.009,40.485,"California",33548,"Lassen",6048,"Other Federal Land","biodiversi"
15.6875,-118.116,37.438,"California",18117,"Inyo",2041,"National Wilderness Area","biodiversi"
NA,-118.173,37.441,"California",18117,"Inyo",2052,"National Wilderness Area","biodiversi"
15.6875,-118.116,37.438,"California",18117,"Inyo",2041,"National Wilderness Area","MultipleUs"
NA,-118.173,37.441,"California",18117,"Inyo",2052,"National Wilderness Area","MultipleUs"
NA,-118.173,37.441,"California",18117,"Inyo",2052,"National Wilderness Area","MultipleUs"
12.875,-117.962,36.835,"California",18117,"Inyo",2047,"National Wilderness Area","biodiversi"
5.875,-117.957,36.89,"California",18117,"Inyo",2049,"National Wilderness Area","biodiversi"
5.8125,-117.922,36.892,"California",18117,"Inyo",2079,"National Wilderness Area","biodiversi"
6.6875,-117.95,36.95,"California",18117,"Inyo",2113,"National Wilderness Area","biodiversi"
17.125,-118.008,36.754,"California",18117,"Inyo",2135,"National Wilderness Area","biodiversi"
2.3125,-117.884,37.291,"California",18117,"Inyo",2076,"National Wilderness Area","biodiversi"
2.875,-117.934,37.321,"California",18117,"Inyo",2088,"National Wilderness Area","biodiversi"
1.4375,-117.817,37.337,"California",18117,"Inyo",2092,"National Wilderness Area","biodiversi"
4.8125,-117.909,37.387,"California",18117,"Inyo",2130,"National Wilderness Area","biodiversi"
0.4375,-117.99,37.518,"California",13224,"Mono",1726,"National Wilderness Area","biodiversi"
6.75,-118.003,37.553,"California",13224,"Mono",1727,"National Wilderness Area","biodiversi"
22.1875,-117.97,36.951,"California",18117,"Inyo",2059,"National Wilderness Area","biodiversi"
16.3125,-117.972,36.934,"California",18117,"Inyo",2065,"National Wilderness Area","biodiversi"
NA,-118.047,36.898,"California",18117,"Inyo",2084,"National Wilderness Area","biodiversi"
21.625,-117.983,36.793,"California",18117,"Inyo",2129,"National Wilderness Area","biodiversi"
5.1875,-118.401,37.009,"California",18117,"Inyo",2046,"National Wilderness Area","biodiversi"
25.1875,-118.317,36.92,"California",18117,"Inyo",2054,"National Wilderness Area","biodiversi"
14.25,-118.311,36.818,"California",18117,"Inyo",2067,"National Wilderness Area","biodiversi"
0,-118.383,36.97,"California",18117,"Inyo",2094,"National Wilderness Area","biodiversi"
13.0625,-118.314,36.798,"California",18117,"Inyo",2104,"National Wilderness Area","biodiversi"
10.375,-118.292,36.823,"California",18117,"Inyo",2122,"National Wilderness Area","biodiversi"
25.6875,-120.268,41.367,"California",9350,"Modoc",5980,"National Wilderness Area","biodiversi"
NA,-120.266,41.278,"California",9350,"Modoc",5986,"National Wilderness Area","biodiversi"
0.4375,-117.99,37.518,"California",13224,"Mono",1726,"National Wilderness Area","biodiversi"
6.75,-118.003,37.553,"California",13224,"Mono",1727,"National Wilderness Area","biodiversi"
13.5,-118.254,37.492,"California",13224,"Mono",1717,"National Wilderness Area","biodiversi"
NA,-118.193,37.663,"California",13224,"Mono",1719,"National Wilderness Area","biodiversi"
NA,-118.181,37.59,"California",13224,"Mono",1721,"National Wilderness Area","biodiversi"
17.625,-118.112,37.632,"California",13224,"Mono",1731,"National Wilderness Area","biodiversi"
11.25,-118.261,37.671,"California",13224,"Mono",1734,"National Wilderness Area","biodiversi"
NA,-118.112,37.513,"California",13224,"Mono",1736,"National Wilderness Area","biodiversi"
10.875,-118.157,37.664,"California",13224,"Mono",1739,"National Wilderness Area","biodiversi"
2.75,-116.811,36.618,"California",18117,"Inyo",2055,"National Wilderness Area","biodiversi"
2.8125,-116.933,36.718,"California",18117,"Inyo",2138,"National Wilderness Area","biodiversi"
3.9375,-117.842,36.862,"California",18117,"Inyo",2042,"National Wilderness Area","biodiversi"
NA,-117.139,36.941,"California",18117,"Inyo",2043,"National Wilderness Area","biodiversi"
16.375,-117.946,37.192,"California",18117,"Inyo",2044,"National Wilderness Area","biodiversi"
11.375,-117.515,36.705,"California",18117,"Inyo",2045,"National Wilderness Area","biodiversi"
1.9375,-117.466,37.042,"California",18117,"Inyo",2048,"National Wilderness Area","biodiversi"
2.4375,-117.077,36.765,"California",18117,"Inyo",2051,"National Wilderness Area","biodiversi"
8.3125,-117.499,36.672,"California",18117,"Inyo",2056,"National Wilderness Area","biodiversi"
3.4375,-117.892,36.948,"California",18117,"Inyo",2058,"National Wilderness Area","biodiversi"
7.1875,-117.391,37.122,"California",18117,"Inyo",2061,"National Wilderness Area","biodiversi"
3.375,-116.979,36.777,"California",18117,"Inyo",2062,"National Wilderness Area","biodiversi"
12.625,-117.86,37.051,"California",18117,"Inyo",2064,"National Wilderness Area","biodiversi"
3.9375,-117.414,36.936,"California",18117,"Inyo",2066,"National Wilderness Area","biodiversi"
13.4375,-117.461,36.913,"California",18117,"Inyo",2068,"National Wilderness Area","biodiversi"
1.4375,-117.178,36.758,"California",18117,"Inyo",2070,"National Wilderness Area","biodiversi"
10.5625,-117.047,36.798,"California",18117,"Inyo",2071,"National Wilderness Area","biodiversi"
1.875,-117.86,37.221,"California",18117,"Inyo",2073,"National Wilderness Area","biodiversi"
4.75,-117.415,37.116,"California",18117,"Inyo",2074,"National Wilderness Area","biodiversi"
3.8125,-117.708,37.239,"California",18117,"Inyo",2075,"National Wilderness Area","biodiversi"
2.75,-117.822,37.205,"California",18117,"Inyo",2077,"National Wilderness Area","biodiversi"
11.875,-117.438,36.719,"California",18117,"Inyo",2080,"National Wilderness Area","biodiversi"
4.875,-117.192,36.879,"California",18117,"Inyo",2081,"National Wilderness Area","biodiversi"
5.8125,-117.615,37.241,"California",18117,"Inyo",2083,"National Wilderness Area","biodiversi"
8.375,-117.652,36.856,"California",18117,"Inyo",2085,"National Wilderness Area","biodiversi"
2.3125,-117.826,37.183,"California",18117,"Inyo",2086,"National Wilderness Area","biodiversi"
8.875,-117.484,36.724,"California",18117,"Inyo",2087,"National Wilderness Area","biodiversi"
8.875,-117.317,37.061,"California",18117,"Inyo",2089,"National Wilderness Area","biodiversi"
2.4375,-117.2,36.918,"California",18117,"Inyo",2091,"National Wilderness Area","biodiversi"
3.875,-117.54,37.192,"California",18117,"Inyo",2093,"National Wilderness Area","biodiversi"
2.25,-117.632,36.737,"California",18117,"Inyo",2097,"National Wilderness Area","biodiversi"
8.375,-117.87,37.107,"California",18117,"Inyo",2100,"National Wilderness Area","biodiversi"
4.4375,-117.293,37.009,"California",18117,"Inyo",2101,"National Wilderness Area","biodiversi"
15.75,-117.447,36.699,"California",18117,"Inyo",2102,"National Wilderness Area","biodiversi"
1.9375,-117.697,36.866,"California",18117,"Inyo",2103,"National Wilderness Area","biodiversi"
8.1875,-117.826,37.013,"California",18117,"Inyo",2106,"National Wilderness Area","biodiversi"
9.75,-117.811,37.052,"California",18117,"Inyo",2107,"National Wilderness Area","biodiversi"
0.5,-117.246,36.73,"California",18117,"Inyo",2108,"National Wilderness Area","biodiversi"
4.375,-117.534,36.776,"California",18117,"Inyo",2109,"National Wilderness Area","biodiversi"
4.6875,-117.213,36.885,"California",18117,"Inyo",2112,"National Wilderness Area","biodiversi"
6.375,-117.58,36.988,"California",18117,"Inyo",2115,"National Wilderness Area","biodiversi"
12.125,-117.431,36.869,"California",18117,"Inyo",2116,"National Wilderness Area","biodiversi"
2.4375,-117.315,36.895,"California",18117,"Inyo",2117,"National Wilderness Area","biodiversi"
5.9375,-117.112,36.8,"California",18117,"Inyo",2118,"National Wilderness Area","biodiversi"
0,-117.265,36.744,"California",18117,"Inyo",2119,"National Wilderness Area","biodiversi"
6.8125,-117.477,37.158,"California",18117,"Inyo",2121,"National Wilderness Area","biodiversi"
12.5625,-117.042,36.849,"California",18117,"Inyo",2123,"National Wilderness Area","biodiversi"
0.5,-117.246,36.723,"California",18117,"Inyo",2124,"National Wilderness Area","biodiversi"
5.875,-117.889,37.217,"California",18117,"Inyo",2128,"National Wilderness Area","biodiversi"
1.9375,-117.297,36.889,"California",18117,"Inyo",2131,"National Wilderness Area","biodiversi"
10,-117.59,36.922,"California",18117,"Inyo",2132,"National Wilderness Area","biodiversi"
12.3125,-117.739,37.312,"California",18117,"Inyo",2133,"National Wilderness Area","biodiversi"
10.6875,-117.924,37.21,"California",18117,"Inyo",2136,"National Wilderness Area","biodiversi"
12.625,-117.948,36.992,"California",18117,"Inyo",2137,"National Wilderness Area","biodiversi"
11,-117.187,36.972,"California",18117,"Inyo",2145,"National Wilderness Area","biodiversi"
3.875,-117.517,37.22,"California",18117,"Inyo",2147,"National Wilderness Area","biodiversi"
3.8125,-117.604,37.225,"California",18117,"Inyo",2078,"National Park","biodiversi"
NA,-118.403,36.81,"California",813021,"Fresno",2036,"National Wilderness Area","biodiversi"
6,-118.464,36.927,"California",813021,"Fresno",2037,"National Wilderness Area","biodiversi"
3.375,-118.419,36.879,"California",813021,"Fresno",2038,"National Wilderness Area","biodiversi"
NA,-118.401,36.818,"California",813021,"Fresno",2039,"National Wilderness Area","biodiversi"
17.5625,-118.522,36.848,"California",813021,"Fresno",2040,"National Wilderness Area","biodiversi"
16.25,-107.87,40.962,"Colorado",13065,"Moffat",9940,"Other Federal Land","MultipleUs"
7.4375,-108.283,40.957,"Colorado",13065,"Moffat",9936,"Other Federal Land","MultipleUs"
4.5625,-108.297,40.977,"Colorado",13065,"Moffat",9937,"Other Federal Land","MultipleUs"
15.4375,-107.966,40.985,"Colorado",13065,"Moffat",9941,"NO Federal Land","MultipleUs"
11.8125,-107.843,40.903,"Colorado",13065,"Moffat",9939,"Other Federal Land","MultipleUs"
31.8125,-106.258,40.863,"Colorado",1529,"Jackson",9943,"NO Federal Land","MultipleUs"
32.8125,-106.517,40.953,"Colorado",1529,"Jackson",9944,"Other Federal Land","MultipleUs"
40.5,-106.515,40.952,"Colorado",1529,"Jackson",9945,"Other Federal Land","MultipleUs"
21.5,-106.484,40.985,"Colorado",1529,"Jackson",9947,"Other Federal Land","MultipleUs"
19.0625,-106.487,40.925,"Colorado",1529,"Jackson",9949,"NO Federal Land","MultipleUs"
13.3125,-116.581,43.27,"Idaho",10877,"Owyhee",3876,"Other Federal Land","MultipleUs"
7.875,-116.635,43.324,"Idaho",10877,"Owyhee",4095,"NO Federal Land","MultipleUs"
19.625,-116.692,43.381,"Idaho",10877,"Owyhee",3904,"Other Federal Land","MultipleUs"
12.1875,-116.745,43.34,"Idaho",10877,"Owyhee",3928,"Other Federal Land","MultipleUs"
21.4375,-116.797,43.348,"Idaho",10877,"Owyhee",3958,"Other Federal Land","MultipleUs"
21.1875,-116.798,43.399,"Idaho",10877,"Owyhee",4028,"Other Federal Land","MultipleUs"
15.75,-116.8,43.239,"Idaho",10877,"Owyhee",4051,"Other Federal Land","MultipleUs"
11.5,-115.248,42.844,"Idaho",27613,"Elmore",3247,"Other Federal Land","MultipleUs"
10.875,-115.17,42.757,"Idaho",10877,"Owyhee",3971,"Other Federal Land","MultipleUs"
13.625,-115.206,42.753,"Idaho",10877,"Owyhee",4036,"Other Federal Land","MultipleUs"
20.1875,-115.277,42.694,"Idaho",10877,"Owyhee",4074,"Other Federal Land","MultipleUs"
14.9375,-115.258,42.66,"Idaho",10877,"Owyhee",4083,"Other Federal Land","MultipleUs"
12.5625,-115.336,42.742,"Idaho",10877,"Owyhee",4104,"Other Federal Land","MultipleUs"
20.3125,-116.659,43.827,"Idaho",15393,"Gem",2753,"Other Federal Land","MultipleUs"
10.9375,-116.463,43.748,"Idaho",313896,"Ada",3843,"Other Federal Land","MultipleUs"
NA,-116.088,43.948,"Idaho",6733,"Boise",3144,"NO Federal Land","MultipleUs"
10.25,-115.435,43.047,"Idaho",27613,"Elmore",3297,"NO Federal Land","MultipleUs"
14.375,-116.002,43.408,"Idaho",313896,"Ada",3832,"Other Federal Land","MultipleUs"
14.0625,-115.268,43.07,"Idaho",27613,"Elmore",3235,"NO Federal Land","MultipleUs"
22.75,-115.299,43.175,"Idaho",27613,"Elmore",3228,"Other Federal Land","MultipleUs"
23.1875,-115.258,43.093,"Idaho",27613,"Elmore",3241,"Other Federal Land","MultipleUs"
16.5,-115.249,43.142,"Idaho",27613,"Elmore",3263,"Other Federal Land","MultipleUs"
18.4375,-115.262,43.192,"Idaho",27613,"Elmore",3290,"NO Federal Land","MultipleUs"
14,-115.327,43.109,"Idaho",27613,"Elmore",3229,"NO Federal Land","MultipleUs"
NA,-116.036,43.994,"Idaho",6733,"Boise",3137,"National Forest","MultipleUs"
29.1875,-116.337,43.878,"Idaho",15393,"Gem",2756,"NO Federal Land","MultipleUs"
23.125,-115.617,43.289,"Idaho",27613,"Elmore",3248,"Other Federal Land","MultipleUs"
7.875,-115.392,42.953,"Idaho",27613,"Elmore",3260,"Other Federal Land","MultipleUs"
24.8125,-115.576,43.264,"Idaho",27613,"Elmore",3231,"Other Federal Land","MultipleUs"
10.8125,-115.81,43.27,"Idaho",27613,"Elmore",3265,"Other Federal Land","MultipleUs"
17.4375,-115.974,43.558,"Idaho",27613,"Elmore",3284,"NO Federal Land","MultipleUs"
11.75,-115.609,43.074,"Idaho",27613,"Elmore",3277,"Other Federal Land","MultipleUs"
12.625,-115.555,43.085,"Idaho",27613,"Elmore",3299,"Other Federal Land","MultipleUs"
NA,-115.731,43.281,"Idaho",27613,"Elmore",3283,"Other Federal Land","MultipleUs"
9.25,-115.717,43.206,"Idaho",27613,"Elmore",3292,"Other Federal Land","MultipleUs"
19.4375,-115.341,43.073,"Idaho",27613,"Elmore",3223,"Other Federal Land","MultipleUs"
12.5,-116.295,43.754,"Idaho",313896,"Ada",3825,"NO Federal Land","MultipleUs"
10.625,-116.095,43.429,"Idaho",313896,"Ada",3833,"Other Federal Land","MultipleUs"
9.9375,-116.291,43.249,"Idaho",313896,"Ada",3835,"Other Federal Land","MultipleUs"
13.8125,-115.667,42.852,"Idaho",10877,"Owyhee",3911,"Other Federal Land","MultipleUs"
9.625,-115.881,42.954,"Idaho",10877,"Owyhee",3916,"Other Federal Land","MultipleUs"
9.5,-116.268,43.093,"Idaho",10877,"Owyhee",3944,"Other Federal Land","MultipleUs"
19,-115.987,43.023,"Idaho",27613,"Elmore",3252,"Other Federal Land","MultipleUs"
13.25,-116.044,43.376,"Idaho",313896,"Ada",3831,"NO Federal Land","MultipleUs"
10.1875,-115.944,43.014,"Idaho",27613,"Elmore",3257,"Other Federal Land","MultipleUs"
11.6875,-115.942,43.081,"Idaho",27613,"Elmore",3281,"Other Federal Land","MultipleUs"
11.75,-115.906,43.114,"Idaho",27613,"Elmore",3288,"Other Federal Land","MultipleUs"
17.8125,-115.594,42.992,"Idaho",27613,"Elmore",3250,"Other Federal Land","MultipleUs"
16.5,-115.966,43.166,"Idaho",27613,"Elmore",3300,"Other Federal Land","MultipleUs"
12.0625,-116.138,43.52,"Idaho",313896,"Ada",3818,"NO Federal Land","MultipleUs"
20.8125,-116.241,43.354,"Idaho",313896,"Ada",3828,"Other Federal Land","MultipleUs"
